episode 1: score 260.0, best_score 260.0, best ave score 260.0, trailing 100 games avg 260.0, steps 513, total steps 513
episode 231: score 390.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 311.4, steps 497, total steps 119883
episode 232: score 390.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 311.3, steps 491, total steps 120374
episode 233: score 470.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 313.4, steps 587, total steps 120961
episode 234: score 230.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 312.2, steps 431, total steps 121392
episode 235: score 610.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 314.7, steps 653, total steps 122045
episode 236: score 200.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 311.5, steps 489, total steps 122534
episode 237: score 300.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 310.4, steps 479, total steps 123013
episode 238: score 350.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 311.9, steps 567, total steps 123580
episode 239: score 350.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 313.0, steps 573, total steps 124153
episode 240: score 330.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 313.8, steps 525, total steps 124678
episode 241: score 330.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 314.1, steps 473, total steps 125151
episode 242: score 170.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 310.6, steps 417, total steps 125568
episode 243: score 350.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 311.4, steps 521, total steps 126089
episode 244: score 380.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 312.8, steps 597, total steps 126686
episode 245: score 320.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 313.3, steps 431, total steps 127117
episode 246: score 220.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 305.6, steps 347, total steps 127464
episode 247: score 230.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 305.6, steps 377, total steps 127841
episode 248: score 300.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 304.4, steps 471, total steps 128312
episode 249: score 240.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 303.3, steps 379, total steps 128691
episode 250: score 270.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 303.7, steps 465, total steps 129156
episode 251: score 280.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 303.7, steps 493, total steps 129649
episode 252: score 370.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 305.4, steps 441, total steps 130090
episode 253: score 270.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 305.1, steps 413, total steps 130503
episode 254: score 280.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 306.0, steps 537, total steps 131040
episode 255: score 330.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 306.9, steps 483, total steps 131523
episode 256: score 290.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 306.5, steps 403, total steps 131926
episode 257: score 350.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 307.6, steps 425, total steps 132351
episode 258: score 170.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 305.8, steps 315, total steps 132666
episode 259: score 210.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 303.9, steps 417, total steps 133083
episode 260: score 270.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 303.7, steps 503, total steps 133586
episode 261: score 170.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 302.7, steps 407, total steps 133993
episode 262: score 480.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 304.3, steps 569, total steps 134562
episode 263: score 200.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 303.8, steps 547, total steps 135109
episode 264: score 230.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 303.4, steps 425, total steps 135534
episode 265: score 180.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 302.3, steps 457, total steps 135991
episode 266: score 160.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 300.1, steps 485, total steps 136476
episode 267: score 220.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 299.6, steps 475, total steps 136951
episode 268: score 250.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 299.6, steps 457, total steps 137408
episode 269: score 300.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 300.1, steps 465, total steps 137873
episode 270: score 390.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 302.3, steps 525, total steps 138398
episode 271: score 250.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 300.8, steps 417, total steps 138815
episode 272: score 310.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 301.2, steps 397, total steps 139212
episode 273: score 230.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 300.4, steps 481, total steps 139693
episode 274: score 600.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 302.5, steps 779, total steps 140472
episode 275: score 430.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 305.1, steps 485, total steps 140957
episode 276: score 150.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 304.2, steps 409, total steps 141366
episode 277: score 340.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 305.0, steps 519, total steps 141885
episode 278: score 250.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 304.4, steps 447, total steps 142332
episode 279: score 160.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 302.5, steps 341, total steps 142673
episode 280: score 300.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 301.8, steps 549, total steps 143222
episode 281: score 180.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 300.6, steps 391, total steps 143613
episode 282: score 190.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 299.7, steps 477, total steps 144090
episode 283: score 710.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 305.5, steps 617, total steps 144707
episode 284: score 290.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 305.5, steps 427, total steps 145134
episode 285: score 310.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 304.9, steps 485, total steps 145619
episode 286: score 310.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 298.7, steps 445, total steps 146064
episode 287: score 420.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 300.2, steps 505, total steps 146569
episode 288: score 310.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 299.6, steps 485, total steps 147054
episode 289: score 280.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 299.6, steps 545, total steps 147599
episode 290: score 220.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 298.9, steps 439, total steps 148038
episode 291: score 200.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 299.2, steps 455, total steps 148493
episode 292: score 300.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 299.5, steps 517, total steps 149010
episode 293: score 250.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 294.7, steps 419, total steps 149429
episode 294: score 260.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 294.7, steps 453, total steps 149882
episode 295: score 360.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 294.1, steps 547, total steps 150429
episode 296: score 170.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 293.5, steps 393, total steps 150822
episode 297: score 220.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 293.2, steps 455, total steps 151277
episode 298: score 330.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 292.0, steps 537, total steps 151814
episode 299: score 260.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 292.3, steps 495, total steps 152309
episode 300: score 210.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 291.2, steps 457, total steps 152766
episode 301: score 280.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 290.4, steps 463, total steps 153229
episode 302: score 370.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 291.9, steps 573, total steps 153802
episode 303: score 300.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 292.7, steps 465, total steps 154267
episode 304: score 400.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 294.3, steps 551, total steps 154818
episode 305: score 180.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 293.7, steps 461, total steps 155279
episode 306: score 200.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 292.1, steps 471, total steps 155750
episode 307: score 300.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 292.1, steps 539, total steps 156289
episode 308: score 410.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 293.2, steps 587, total steps 156876
episode 309: score 320.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 293.6, steps 541, total steps 157417
episode 310: score 220.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 293.3, steps 505, total steps 157922
episode 311: score 250.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 293.7, steps 435, total steps 158357
episode 312: score 190.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 293.3, steps 443, total steps 158800
episode 313: score 200.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 291.1, steps 521, total steps 159321
episode 314: score 310.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 290.6, steps 453, total steps 159774
episode 315: score 240.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 290.6, steps 463, total steps 160237
episode 316: score 340.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 291.4, steps 497, total steps 160734
episode 317: score 280.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 291.1, steps 519, total steps 161253
episode 318: score 220.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 290.2, steps 435, total steps 161688
episode 319: score 310.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 288.4, steps 521, total steps 162209
episode 320: score 310.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 289.0, steps 501, total steps 162710
episode 321: score 380.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 290.5, steps 475, total steps 163185
episode 322: score 200.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 290.0, steps 395, total steps 163580
episode 323: score 280.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 290.5, steps 493, total steps 164073
episode 324: score 210.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 290.0, steps 425, total steps 164498
episode 325: score 210.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 289.6, steps 435, total steps 164933
episode 326: score 220.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 289.1, steps 365, total steps 165298
episode 327: score 340.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 289.9, steps 543, total steps 165841
episode 328: score 250.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 289.8, steps 449, total steps 166290
episode 329: score 350.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 291.0, steps 499, total steps 166789
episode 330: score 320.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 290.2, steps 429, total steps 167218
episode 331: score 390.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 290.2, steps 627, total steps 167845
episode 332: score 290.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 289.2, steps 505, total steps 168350
episode 333: score 330.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 287.8, steps 471, total steps 168821
episode 334: score 230.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 287.8, steps 663, total steps 169484
episode 335: score 160.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 283.3, steps 437, total steps 169921
episode 336: score 270.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 284.0, steps 479, total steps 170400
episode 337: score 320.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 284.2, steps 531, total steps 170931
episode 338: score 250.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 283.2, steps 427, total steps 171358
episode 339: score 220.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 281.9, steps 365, total steps 171723
episode 340: score 330.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 281.9, steps 473, total steps 172196
episode 341: score 300.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 281.6, steps 493, total steps 172689
episode 342: score 230.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 282.2, steps 459, total steps 173148
episode 343: score 250.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 281.2, steps 495, total steps 173643
episode 344: score 750.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 284.9, steps 957, total steps 174600
episode 345: score 280.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 284.5, steps 525, total steps 175125
episode 346: score 110.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 283.4, steps 355, total steps 175480
episode 347: score 180.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 282.9, steps 399, total steps 175879
episode 348: score 340.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 283.3, steps 491, total steps 176370
episode 349: score 230.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 283.2, steps 499, total steps 176869
episode 350: score 380.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 284.3, steps 697, total steps 177566
episode 351: score 290.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 284.4, steps 479, total steps 178045
episode 352: score 230.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 283.0, steps 523, total steps 178568
episode 353: score 360.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 283.9, steps 621, total steps 179189
episode 354: score 190.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 283.0, steps 461, total steps 179650
episode 355: score 470.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 284.4, steps 641, total steps 180291
episode 356: score 220.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 283.7, steps 525, total steps 180816
episode 357: score 150.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 281.7, steps 473, total steps 181289
episode 358: score 330.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 283.3, steps 517, total steps 181806
episode 359: score 230.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 283.5, steps 433, total steps 182239
episode 360: score 540.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 286.2, steps 645, total steps 182884
episode 361: score 390.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 288.4, steps 523, total steps 183407
episode 362: score 220.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 285.8, steps 475, total steps 183882
episode 363: score 320.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 287.0, steps 599, total steps 184481
episode 364: score 430.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 289.0, steps 663, total steps 185144
episode 365: score 450.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 291.7, steps 727, total steps 185871
episode 366: score 270.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 292.8, steps 441, total steps 186312
episode 367: score 520.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 295.8, steps 807, total steps 187119
episode 368: score 210.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 295.4, steps 435, total steps 187554
episode 369: score 220.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 294.6, steps 391, total steps 187945
episode 370: score 300.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 293.7, steps 541, total steps 188486
episode 371: score 310.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 294.3, steps 487, total steps 188973
episode 372: score 210.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 293.3, steps 375, total steps 189348
episode 373: score 360.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 294.6, steps 517, total steps 189865
episode 374: score 620.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 294.8, steps 609, total steps 190474
episode 375: score 260.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 293.1, steps 553, total steps 191027
episode 376: score 150.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 293.1, steps 481, total steps 191508
episode 377: score 410.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 293.8, steps 677, total steps 192185
episode 378: score 270.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 294.0, steps 481, total steps 192666
episode 379: score 310.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 295.5, steps 517, total steps 193183
episode 380: score 260.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 295.1, steps 497, total steps 193680
episode 381: score 230.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 295.6, steps 485, total steps 194165
episode 382: score 320.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 296.9, steps 467, total steps 194632
episode 383: score 380.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 293.6, steps 501, total steps 195133
episode 384: score 320.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 293.9, steps 499, total steps 195632
episode 385: score 240.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 293.2, steps 441, total steps 196073
episode 386: score 110.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 291.2, steps 271, total steps 196344
episode 387: score 210.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 289.1, steps 449, total steps 196793
episode 388: score 240.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 288.4, steps 381, total steps 197174
episode 389: score 340.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 289.0, steps 493, total steps 197667
episode 390: score 370.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 290.5, steps 543, total steps 198210
episode 391: score 290.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 291.4, steps 519, total steps 198729
episode 392: score 250.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 290.9, steps 471, total steps 199200
episode 393: score 270.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 291.1, steps 519, total steps 199719
episode 394: score 620.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 294.7, steps 619, total steps 200338
episode 395: score 190.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 293.0, steps 457, total steps 200795
episode 396: score 520.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 296.5, steps 533, total steps 201328
episode 397: score 210.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 296.4, steps 441, total steps 201769
episode 398: score 440.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 297.5, steps 601, total steps 202370
episode 399: score 340.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 298.3, steps 415, total steps 202785
episode 400: score 310.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 299.3, steps 525, total steps 203310
episode 401: score 790.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 304.4, steps 625, total steps 203935
episode 402: score 320.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 303.9, steps 527, total steps 204462
episode 403: score 160.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 302.5, steps 421, total steps 204883
episode 404: score 510.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 303.6, steps 729, total steps 205612
episode 405: score 260.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 304.4, steps 505, total steps 206117
episode 406: score 290.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 305.3, steps 469, total steps 206586
episode 407: score 250.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 304.8, steps 481, total steps 207067
episode 408: score 500.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 305.7, steps 723, total steps 207790
episode 409: score 270.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 305.2, steps 429, total steps 208219
episode 410: score 330.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 306.3, steps 487, total steps 208706
episode 411: score 390.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 307.7, steps 635, total steps 209341
episode 412: score 640.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 312.2, steps 891, total steps 210232
episode 413: score 370.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 313.9, steps 477, total steps 210709
episode 414: score 230.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 313.1, steps 471, total steps 211180
episode 415: score 280.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 313.5, steps 473, total steps 211653
episode 416: score 210.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 312.2, steps 469, total steps 212122
episode 417: score 440.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 313.8, steps 519, total steps 212641
episode 418: score 280.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 314.4, steps 405, total steps 213046
episode 419: score 270.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 314.0, steps 435, total steps 213481
episode 420: score 190.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 312.8, steps 435, total steps 213916
episode 421: score 280.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 311.8, steps 481, total steps 214397
episode 422: score 370.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 313.5, steps 635, total steps 215032
episode 423: score 300.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 313.7, steps 455, total steps 215487
episode 424: score 280.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 314.4, steps 537, total steps 216024
episode 425: score 290.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 315.2, steps 453, total steps 216477
episode 426: score 300.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 316.0, steps 517, total steps 216994
episode 427: score 590.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 318.5, steps 549, total steps 217543
episode 428: score 290.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 318.9, steps 555, total steps 218098
episode 429: score 420.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 319.6, steps 719, total steps 218817
episode 430: score 260.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 319.0, steps 479, total steps 219296
episode 431: score 250.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 317.6, steps 507, total steps 219803
episode 432: score 480.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 319.5, steps 651, total steps 220454
episode 433: score 320.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 319.4, steps 519, total steps 220973
episode 434: score 340.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 320.5, steps 489, total steps 221462
episode 435: score 260.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 321.5, steps 527, total steps 221989
episode 436: score 270.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 321.5, steps 433, total steps 222422
episode 437: score 270.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 321.0, steps 479, total steps 222901
episode 438: score 670.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 325.2, steps 687, total steps 223588
episode 439: score 460.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 327.6, steps 681, total steps 224269
episode 440: score 440.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 328.7, steps 779, total steps 225048
episode 441: score 290.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 328.6, steps 503, total steps 225551
episode 442: score 250.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 328.8, steps 465, total steps 226016
episode 443: score 190.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 328.2, steps 337, total steps 226353
episode 444: score 390.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 324.6, steps 507, total steps 226860
episode 445: score 300.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 324.8, steps 523, total steps 227383
episode 446: score 280.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 326.5, steps 497, total steps 227880
episode 447: score 340.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 328.1, steps 505, total steps 228385
episode 448: score 250.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 327.2, steps 471, total steps 228856
episode 449: score 350.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 328.4, steps 455, total steps 229311
episode 450: score 150.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 326.1, steps 321, total steps 229632
episode 451: score 320.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 326.4, steps 511, total steps 230143
episode 452: score 260.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 326.7, steps 469, total steps 230612
episode 453: score 330.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 326.4, steps 493, total steps 231105
episode 454: score 130.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 325.8, steps 395, total steps 231500
episode 455: score 280.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 323.9, steps 507, total steps 232007
episode 456: score 1090.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 332.6, steps 685, total steps 232692
episode 457: score 260.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 333.7, steps 469, total steps 233161
episode 458: score 360.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 334.0, steps 593, total steps 233754
episode 459: score 390.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 335.6, steps 641, total steps 234395
episode 460: score 240.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 332.6, steps 421, total steps 234816
episode 461: score 820.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 336.9, steps 733, total steps 235549
episode 462: score 210.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 336.8, steps 545, total steps 236094
episode 463: score 270.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 336.3, steps 459, total steps 236553
episode 464: score 270.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 334.7, steps 473, total steps 237026
episode 465: score 250.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 332.7, steps 459, total steps 237485
episode 466: score 180.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 331.8, steps 347, total steps 237832
